codigo_autor;nome_na_fonte;deputado_id;nome_camara;sinais;n_sinais;classe;ufs_do_gasto;conferido_por_humano
3731;MISAEL VARELLA;178895;MISAEL VARELLA;nome,tokens,UF;3;3 sinais;MG;
3733;MOSES RODRIGUES;178997;MOSES RODRIGUES;nome,tokens,UF;3;3 sinais;CE;
4435;MURILLO GOUVEA;220617;Murillo Gouvea;nome,tokens,UF;3;3 sinais;RJ;
4436;MURILO GALDINO;220584;Murilo Galdino;nome,tokens,UF;3;3 sinais;PB;
4163;NATALIA BONAVIDES;204453;Natália Bonavides;nome,tokens,UF;3;3 sinais;RN;
4439;NIKOLAS FERREIRA;209787;Nikolas Ferreira;nome,tokens,UF;3;3 sinais;MG;
3735;NILTO TATTO;178986;NILTO TATTO;nome,tokens,UF;3;3 sinais;SP;
1407;ODAIR CUNHA;74159;ODAIR CUNHA;nome,tokens,UF;3;3 sinais;MG;
3737;ORLANDO SILVA;178987;ORLANDO SILVA;nome,tokens,UF;3;3 sinais;SP;
9048;OSMAR TERRA;73692;OSMAR TERRA;nome,tokens,UF;3;3 sinais;RS;
4050;OSSESIO SILVA;204422;Ossesio Silva;nome,tokens,UF;3;3 sinais;PE;
4123;OTTO ALENCAR FILHO;204573;Otto Alencar Filho;nome,tokens,UF;3;3 sinais;BA;
1408;PATRUS ANANIAS;74160;PATRUS ANANIAS;nome,tokens,UF;3;3 sinais;MG;
2487;PAULO ABI-ACKEL;141516;PAULO ABI-ACKEL;nome,tokens,UF;3;3 sinais;MG;
4444;PAULO ALEXANDRE BARBOSA;220650;Paulo Alexandre Barbosa;nome,tokens,UF;3;3 sinais;SP;
3738;PAULO AZI;178860;PAULO AZI;nome,tokens,UF;3;3 sinais;BA;
4167;PAULO GUEDES;204492;Paulo Guedes;nome,tokens,UF;3;3 sinais;MG;
4477;PAULO LEMOS (EX-PARLAMENTAR SILVIA WAIAPI, NOS TERMOS ART. 78 LDO 2025 E DA MENS;233592;Paulo Lemos;nome,tokens,UF;3;3 sinais;AP;
3568;PAULO MAGALHAES;74574;PAULO MAGALHÃES;nome,tokens,UF;3;3 sinais;BA;
4446;PEDRO AIHARA;220630;Pedro Aihara;nome,tokens,UF;3;3 sinais;MG;
4447;PEDRO CAMPOS;220667;Pedro Campos;nome,tokens,UF;3;3 sinais;PE;
4125;PEDRO LUCAS FERNANDES;122974;Pedro Lucas Fernandes;nome,tokens,UF;3;3 sinais;MA;
2787;PEDRO PAULO;122158;PEDRO PAULO;nome,tokens,UF;3;3 sinais;RJ;
2855;PEDRO UCZAI;160604;PEDRO UCZAI;nome,tokens,UF;3;3 sinais;SC;
4168;PEDRO WESTPHALEN;204406;Pedro Westphalen;nome,tokens,UF;3;3 sinais;RS;
3666;POMPEO DE MATTOS;73486;POMPEO DE MATTOS;nome,tokens,UF;3;3 sinais;RS;
4452;RAFAEL BRITO;220586;Rafael Brito;nome,tokens,UF;3;3 sinais;AL;
4453;RAFAEL PRUDENTE;220532;Rafael Prudente;nome,tokens,UF;3;3 sinais;DF;
4454;RAFAEL SIMOES;220626;Rafael Simoes;nome,tokens,UF;3;3 sinais;MG;
4128;RAIMUNDO COSTA;204567;Raimundo Costa;nome,tokens,UF;3;3 sinais;BA;
1411;REGINALDO LOPES;74161;REGINALDO LOPES;nome,tokens,UF;3;3 sinais;MG;
4455;REGINETE BISPO;221378;Reginete Bispo;nome,tokens,UF;3;3 sinais;RS;
3746;RENATA ABREU;178989;RENATA ABREU;nome,tokens,UF;3;3 sinais;SP;
4457;RENILCE NICODEMOS;153423;Renilce Nicodemos;nome,tokens,UF;3;3 sinais;PA;
1690;RENILDO CALHEIROS;73801;RENILDO CALHEIROS;nome,tokens,UF;3;3 sinais;PE;
4459;RICARDO AYRES;220543;Ricardo Ayres;nome,tokens,UF;3;3 sinais;TO;
3332;RICARDO BARROS;73788;RICARDO BARROS;nome,tokens,UF;3;3 sinais;PR;
4062;RICARDO GUIDI;204362;Ricardo Guidi;nome,tokens,UF;3;3 sinais;SC;
4460;RICARDO MAIA;220694;Ricardo Maia;nome,tokens,UF;3;3 sinais;BA;
4461;RICARDO SALLES;220633;Ricardo Salles;nome,tokens,UF;3;3 sinais;SP;
9162;ROBERIO MONTEIRO;204489;Robério Monteiro;nome,tokens,UF;3;3 sinais;CE;
4462;ROBERTA ROMA;220693;Roberta Roma;nome,tokens,UF;3;3 sinais;BA;
4463;ROBERTO DUARTE;220588;Roberto Duarte;nome,tokens,UF;3;3 sinais;AC;
4465;ROBINSON FARIA;220624;Robinson Faria;nome,tokens,UF;3;3 sinais;RN;
4466;RODOLFO NOGUEIRA;220546;Rodolfo Nogueira;nome,tokens,UF;3;3 sinais;MS;
2488;RODRIGO DE CASTRO;141531;RODRIGO DE CASTRO;nome,tokens,UF;3;3 sinais;MG;
4469;RODRIGO VALADARES;165470;Rodrigo Valadares;nome,tokens,UF;3;3 sinais;SE;
4470;ROGERIA SANTOS;220695;Rogéria Santos;nome,tokens,UF;3;3 sinais;BA;
4064;ROGERIO CORREIA;204480;Rogério Correia;nome,tokens,UF;3;3 sinais;MG;
2714;ROMERO RODRIGUES;160629;ROMERO RODRIGUES;nome,tokens,UF;3;3 sinais;PB;
4171;ROSANA VALLE;204525;Rosana Valle;nome,tokens,UF;3;3 sinais;SP;
3756;ROSANGELA GOMES;178945;ROSANGELA GOMES;nome,tokens,UF;3;3 sinais;RJ;
4471;ROSANGELA MORO;220644;Rosângela Moro;nome,tokens,UF;3;3 sinais;SP;
4472;ROSANGELA REIS;220620;Rosângela Reis;nome,tokens,UF;3;3 sinais;MG;
1651;ROSEANA SARNEY;73806;Roseana Sarney;nome,tokens,UF;3;3 sinais;MA;
1960;RUBENS OTONI;74371;RUBENS OTONI;nome,tokens,UF;3;3 sinais;GO;
3758;RUBENS PEREIRA JUNIOR;178887;RUBENS PEREIRA JÚNIOR;nome,tokens,UF;3;3 sinais;MA;
9032;RUI FALCAO;73604;Rui Falcão;nome,tokens,UF;3;3 sinais;SP;
2715;RUY CARNEIRO;160635;RUY CARNEIRO;nome,tokens,UF;3;3 sinais;PB;
4130;SAMIA BOMFIM;204535;Sâmia Bomfim;nome,tokens,UF;3;3 sinais;SP;
4473;SAMUEL VIANA;220631;Samuel Viana;nome,tokens,UF;3;3 sinais;MG;
2847;SANDRO ALEX;160621;SANDRO ALEX;nome,tokens,UF;3;3 sinais;PR;
4512;SAULO PEDROSO;226837;Saulo Pedroso;nome,tokens,UF;3;3 sinais;SP;
2471;SERGIO BRITO;73808;SÉRGIO BRITO;nome,tokens,UF;3;3 sinais;BA;
3809;SERGIO SOUZA;178933;SERGIO SOUZA;nome,tokens,UF;3;3 sinais;PR;
4068;SIDNEY LEITE;204557;Sidney Leite;nome,tokens,UF;3;3 sinais;AM;
3496;SILAS CAMARA;74356;SILAS CÂMARA;nome,tokens,UF;3;3 sinais;AM;
4173;SILVIA CRISTINA;204360;Silvia Cristina;nome,tokens,UF;3;3 sinais;RO;
4478;SILVYE ALVES;220569;Silvye Alves;nome,tokens,UF;3;3 sinais;GO;
4480;SOCORRO NERI;104552;Socorro Neri;nome,tokens,UF;3;3 sinais;AC;
3765;SORAYA SANTOS;178946;SORAYA SANTOS;nome,tokens,UF;3;3 sinais;RJ;
3766;SOSTENES CAVALCANTE;178947;SÓSTENES CAVALCANTE;nome,tokens,UF;3;3 sinais;RJ;
2924;STEFANO AGUIAR;92776;STEFANO AGUIAR;nome,tokens,UF;3;3 sinais;MG;
4132;TABATA AMARAL;204534;Tabata Amaral;nome,tokens,UF;3;3 sinais;SP;
4482;TADEU VENERI;220682;Tadeu Veneri;nome,tokens,UF;3;3 sinais;PR;
4070;TALIRIA PETRONE;204464;Talíria Petrone;nome,tokens,UF;3;3 sinais;RJ;
4483;TARCISIO MOTTA;220598;Tarcísio Motta;nome,tokens,UF;3;3 sinais;RJ;
4486;THIAGO FLORES;220597;Thiago Flores;nome,tokens,UF;3;3 sinais;RO;
2429;TIAGO DIMAS (EX-PARLAMENTAR LAZARO BOTELHO, NOS TERMOS ART. 78 LDO 2025 E DA MEN;143084;Tiago Dimas;nome,tokens,UF;3;3 sinais;TO;
4175;TULIO GADELHA;157130;Túlio Gadêlha;nome,tokens,UF;3;3 sinais;PE;
2750;VALMIR ASSUNCAO;160610;VALMIR ASSUNÇÃO;nome,tokens,UF;3;3 sinais;BA;
1451;VANDER LOUBET;74376;VANDER LOUBET;nome,tokens,UF;3;3 sinais;MS;
2517;VINICIUS CARVALHO;141555;VINICIUS CARVALHO;nome,tokens,UF;3;3 sinais;SP;
2676;VINICIUS GURGEL;160591;VINICIUS GURGEL;nome,tokens,UF;3;3 sinais;AP;
3777;VITOR LIPPI;178992;VITOR LIPPI;nome,tokens,UF;3;3 sinais;SP;
4488;WALDEMAR OLIVEIRA;91228;Waldemar Oliveira;nome,tokens,UF;3;3 sinais;PE;
2751;WALDENOR PEREIRA;160569;WALDENOR PEREIRA;nome,tokens,UF;3;3 sinais;BA;
2768;WELITON PRADO;160518;WELITON PRADO;nome,tokens,UF;3;3 sinais;MG;
1277;WELLINGTON ROBERTO;74043;WELLINGTON ROBERTO;nome,tokens,UF;3;3 sinais;PB;
1283;WILSON SANTIAGO;74044;WILSON SANTIAGO;nome,tokens,UF;3;3 sinais;PB;
7106;BANCADA DA BAHIA;;;;0;coletivo (bancada/comissao);BA;
7116;BANCADA DA PARAIBA;;;;0;coletivo (bancada/comissao);PB;
7103;BANCADA DE ALAGOAS;;;;0;coletivo (bancada/comissao);AL;
7110;BANCADA DE GOIAS;;;;0;coletivo (bancada/comissao);GO;
7114;BANCADA DE MINAS GERAIS;;;;0;coletivo (bancada/comissao);MG;
7118;BANCADA DE PERNAMBUCO;;;;0;coletivo (bancada/comissao);PE;
7123;BANCADA DE RONDONIA;;;;0;coletivo (bancada/comissao);RO,SP;
7124;BANCADA DE RORAIMA;;;;0;coletivo (bancada/comissao);RR;
7126;BANCADA DE SANTA CATARINA;;;;0;coletivo (bancada/comissao);SC;
7125;BANCADA DE SAO PAULO;;;;0;coletivo (bancada/comissao);SP;
7127;BANCADA DE SERGIPE;;;;0;coletivo (bancada/comissao);SE,SP;
7128;BANCADA DE TOCANTINS;;;;0;coletivo (bancada/comissao);TO;
7102;BANCADA DO ACRE;;;;0;coletivo (bancada/comissao);AC;
7105;BANCADA DO AMAPA;;;;0;coletivo (bancada/comissao);AP;
7104;BANCADA DO AMAZONAS;;;;0;coletivo (bancada/comissao);AM;
7107;BANCADA DO CEARA;;;;0;coletivo (bancada/comissao);CE;
7108;BANCADA DO DISTRITO FEDERAL;;;;0;coletivo (bancada/comissao);DF;
7109;BANCADA DO ESPIRITO SANTO;;;;0;coletivo (bancada/comissao);ES;
7111;BANCADA DO MARANHAO;;;;0;coletivo (bancada/comissao);MA;
7112;BANCADA DO MATO GROSSO;;;;0;coletivo (bancada/comissao);MT;
7113;BANCADA DO MATO GROSSO DO SUL;;;;0;coletivo (bancada/comissao);MS;
7115;BANCADA DO PARA;;;;0;coletivo (bancada/comissao);PA;
7117;BANCADA DO PARANA;;;;0;coletivo (bancada/comissao);PR;
7119;BANCADA DO PIAUI;;;;0;coletivo (bancada/comissao);PI;
7120;BANCADA DO RIO DE JANEIRO;;;;0;coletivo (bancada/comissao);RJ;
7121;BANCADA DO RIO GRANDE DO NORTE;;;;0;coletivo (bancada/comissao);RN;
7122;BANCADA DO RIO GRANDE DO SUL;;;;0;coletivo (bancada/comissao);RS;
6012;COM. AGRICULTURA E REFORMA AGRARIA;;;;0;coletivo (bancada/comissao);;
5010;COM. AGRICULTURA PEC ABAST D. RURAL;;;;0;coletivo (bancada/comissao);;
6006;COM. ASSUNTOS SOCIAIS;;;;0;coletivo (bancada/comissao);;
5041;COM. DA SAUDE;;;;0;coletivo (bancada/comissao);;
5048;COM. DE INTEGRACAO NACIONAL E DES. REGIONAL;;;;0;coletivo (bancada/comissao);;
6011;COM. DESENV REGIONAL E TURISMO;;;;0;coletivo (bancada/comissao);;
5023;COM. DESENV. URBANO;;;;0;coletivo (bancada/comissao);;
5006;COM. ESPORTE;;;;0;coletivo (bancada/comissao);;
5007;COM. TURISMO;;;;0;coletivo (bancada/comissao);;
4281;AUGUSTA BRITO;;;;0;nao resolvido;CE;
4364;DUARTE JR.;;;;0;nao resolvido;;
4285;FERNANDO FARIAS;;;;0;nao resolvido;AL;
4273;JORGE SEIF;;;;0;nao resolvido;SC;
4161;MARCOS PEREIRA;;;;0;nao resolvido;;
4093;MECIAS DE JESUS;;;;0;nao resolvido;RR,SP;
4052;PASTOR GIL;;;;0;nao resolvido;;
2532;PAULINHO DA FORCA;;;;0;nao resolvido;;
2813;PAULO FREIRE COSTA;;;;0;nao resolvido;SP;
2812;PR. MARCO FELICIANO;;;;0;nao resolvido;SP;
4178;RODRIGO CUNHA;;;;0;nao resolvido;;
4484;ZUCCO;;;;0;nao resolvido;RS;
